country,id,latitude,longitude,name,population,geometry
CAN,624.0,55.74994,-97.86662,Thompson,13727.0,POINT (-97.86662 55.74994)
CAN,625.0,49.83327,-99.94998,Brandon,28418.0,POINT (-99.94998 49.83327)
CAN,626.0,60.00002,-111.88334,Fort Smith,518.0,POINT (-111.88334 60.00002)
CAN,627.0,56.73332,-111.38332,Fort McMurray,21863.0,POINT (-111.38332 56.73332)
CAN,628.0,56.23332,-117.28329,Peace River,5340.0,POINT (-117.28329 56.23332)
CAN,629.0,56.24999,-120.83328,Fort St. John,18776.0,POINT (-120.83328 56.24999)
CAN,630.0,63.75046,-68.50019,Iqaluit,6124.0,POINT (-68.50019 63.75046)
CAN,631.0,69.11696,-105.03332,Cambridge Bay,1477.0,POINT (-105.03332 69.11696)
CAN,632.0,67.79866,-115.12535,Kugluktuk,1302.0,POINT (-115.12535 67.79866)
CAN,633.0,63.33829,-90.70008,Chesterfield Inlet,374.0,POINT (-90.70008 63.33829)
CAN,634.0,61.10859,-94.05861,Arviat,1868.0,POINT (-94.05861 61.10859)
CAN,635.0,69.53331,-93.53332,Taloyoak,774.0,POINT (-93.53332 69.53331)
CAN,636.0,69.25654,-81.79359,Igloolik,1612.0,POINT (-81.79359 69.25654)
CAN,637.0,64.06664,-139.41667,Dawson City,1319.0,POINT (-139.41667 64.06664)
CAN,638.0,48.46659,-81.33331,Timmins,34974.0,POINT (-81.33331 48.46659)
CAN,639.0,46.3,-79.44999,North Bay,50170.0,POINT (-79.44999 46.3)
CAN,640.0,55.2815,-77.76583,Kuujjuarapik,1243.0,POINT (-77.76583 55.2815)
CAN,641.0,58.10001,-68.4,Kuujjuaq,1273.0,POINT (-68.4 58.10001)
CAN,642.0,46.06611,-60.17998,Sydney,37538.0,POINT (-60.17998 46.06611)
CAN,643.0,52.94143,-66.91587,Labrador City,10313.0,POINT (-66.91587 52.94143)
CMR,644.0,2.90002,11.15001,Ebolowa,87875.0,POINT (11.15001 2.90002)
CAF,645.0,5.76196,20.6672,Bambari,62098.0,POINT (20.6672 5.76196)
ITA,646.0,45.43866,12.335,Venice,270816.0,POINT (12.335 45.43866)
ARG,647.0,-50.33332,-72.30002,El Calafate,8000.0,POINT (-72.30002 -50.33332)
ARG,648.0,-31.55003,-68.51999,San Juan,447048.0,POINT (-68.51999 -31.55003)
ARG,649.0,-43.30001,-65.09999,Rawson,26335.0,POINT (-65.09999 -43.30001)
ARG,650.0,-38.95004,-68.05999,Neuquen,242092.0,POINT (-68.05999 -38.95004)
BOL,651.0,-14.83337,-64.89998,Trinidad,84259.0,POINT (-64.89998 -14.83337)
ARG,652.0,-36.62,-64.29999,Santa Rosa,111424.0,POINT (-64.29999 -36.62)
ARG,653.0,-41.14996,-71.3,San Carlos de Bariloche,95394.0,POINT (-71.3 -41.14996)
ARG,654.0,-24.78336,-65.41664,Salta,512686.0,POINT (-65.41664 -24.78336)
ARG,655.0,-26.816,-65.21662,Tucumán,830000.0,POINT (-65.21662 -26.816)
ARG,656.0,-26.17284,-58.18282,Formosa,221383.0,POINT (-58.18282 -26.17284)
ARG,657.0,-31.62387,-60.69,Santa Fe,489505.0,POINT (-60.69 -31.62387)
ARG,658.0,-32.95113,-60.66631,Rosario,1203000.0,POINT (-60.66631 -32.95113)
BRA,659.0,-22.90001,-47.10003,Campinas,2791000.0,POINT (-47.10003 -22.90001)
BRA,660.0,-23.49,-47.46998,Sorocaba,563281.0,POINT (-47.46998 -23.49)
BRA,661.0,-21.17004,-47.82999,Ribeirao Preto,551267.0,POINT (-47.82999 -21.17004)
BRA,662.0,-9.38001,-40.50997,Petrolina,260985.0,POINT (-40.50997 -9.38001)
CMR,663.0,5.95998,10.15002,Bamenda,445299.0,POINT (10.15002 5.95998)
CMR,664.0,9.30001,13.39002,Garoua,436899.0,POINT (13.39002 9.30001)
AFG,665.0,34.33001,62.16999,Herat,481009.0,POINT (62.16999 34.33001)
AFG,666.0,36.69999,67.10003,Mazar-e Sharif,458151.0,POINT (67.10003 36.69999)
KHM,667.0,13.10001,103.20005,Battambang,154773.0,POINT (103.20005 13.10001)
KHM,668.0,13.36664,103.85003,Siem Reap,109398.0,POINT (103.85003 13.36664)
AGO,669.0,-9.54,16.34003,Malanje,125856.0,POINT (16.34003 -9.54)
AGO,670.0,-12.57826,13.40723,Benguela,151226.0,POINT (13.40723 -12.57826)
AGO,671.0,-14.91001,13.49002,Lubango,125632.0,POINT (13.49002 -14.91001)
AGO,672.0,-15.19004,12.16002,Namibe,132900.0,POINT (12.16002 -15.19004)
BOL,673.0,-21.51669,-64.74999,Tarija,159269.0,POINT (-64.74999 -21.51669)
BRB,674.0,13.102,-59.61653,Bridgetown,191152.0,POINT (-59.61653 13.102)
DZA,675.0,36.92001,7.75998,Annaba,503524.0,POINT (7.75998 36.92001)
BEN,676.0,9.34001,2.62004,Parakou,188853.0,POINT (2.62004 9.34001)
BEN,677.0,6.48331,2.61663,Porto-Novo,300000.0,POINT (2.61663 6.48331)
DZA,678.0,36.35999,6.59995,Constantine,605179.0,POINT (6.59995 36.35999)
BLR,679.0,52.09998,23.69999,Brest,300715.0,POINT (23.69999 52.09998)
BGD,680.0,22.83999,89.56,Khulna,1553000.0,POINT (89.56 22.83999)
BWA,681.0,-21.17004,27.50002,Francistown,89979.0,POINT (27.50002 -21.17004)
BWA,682.0,-23.1,26.82001,Mahalapye,50744.0,POINT (26.82001 -23.1)
BWA,683.0,-22.39002,26.71004,Serowe,48573.0,POINT (26.71004 -22.39002)
AUS,684.0,-14.46662,132.26659,Katherine,10141.0,POINT (132.26659 -14.46662)
AUS,685.0,-33.65641,115.34866,Busselton,10214.0,POINT (115.34866 -33.65641)
AUS,686.0,-32.52348,115.74706,Mandurah,73356.0,POINT (115.74706 -32.52348)
AUS,687.0,-17.96177,122.23077,Broome,13218.0,POINT (122.23077 -17.96177)
AUS,688.0,-30.7354,121.46002,Kalgoorlie,36852.0,POINT (121.46002 -30.7354)
AUS,689.0,-35.01695,117.8916,Albany,26445.0,POINT (117.8916 -35.01695)
AUS,690.0,-20.3104,118.60603,Port Hedland,14288.0,POINT (118.60603 -20.3104)
AUS,691.0,-20.73038,116.87001,Karratha,16796.0,POINT (116.87001 -20.73038)
AUS,692.0,-28.76663,114.59997,Geraldton,27258.0,POINT (114.59997 -28.76663)
AUS,693.0,-34.29001,146.04002,Griffith,15455.0,POINT (146.04002 -34.29001)
AUS,694.0,-33.28,149.09998,Orange,39329.0,POINT (149.09998 -33.28)
AUS,695.0,-32.25996,148.59733,Dubbo,31574.0,POINT (148.59733 -32.25996)
AUS,696.0,-30.51231,151.66748,Armidale,22673.0,POINT (151.66748 -30.51231)
AUS,697.0,-31.94995,141.43311,Broken Hill,17395.0,POINT (141.43311 -31.94995)
AUS,698.0,-34.73324,135.86658,Port Lincoln,13630.0,POINT (135.86658 -34.73324)
AUS,699.0,-33.02503,137.56141,Whyalla,22559.0,POINT (137.56141 -33.02503)
AUS,700.0,-38.34,141.59,Portland,11808.0,POINT (141.59 -38.34)
AUS,701.0,-36.75999,144.28002,Bendigo,81657.0,POINT (144.28002 -36.75999)
AUS,702.0,-36.36002,146.3,Wangaratta,14022.0,POINT (146.3 -36.36002)
AUS,703.0,-25.43324,142.6502,Windorah,158.0,POINT (142.6502 -25.43324)
AUS,704.0,-20.72387,139.49003,Mount Isa,33200.0,POINT (139.49003 -20.72387)
AUS,705.0,-23.36391,150.52,Rockhampton,65850.0,POINT (150.52 -23.36391)
AUS,706.0,-16.88784,145.76333,Cairns,154225.0,POINT (145.76333 -16.88784)
AUS,707.0,-28.0815,153.44825,Gold Coast,527660.0,POINT (153.44825 -28.0815)
AUS,708.0,-41.19267,146.3311,Devonport,19317.0,POINT (146.3311 -41.19267)
BFA,709.0,11.17998,-4.28998,Bobo Dioulasso,360106.0,POINT (-4.28998 11.17998)
BGD,710.0,24.37498,88.60502,Rajshahi,810000.0,POINT (88.60502 24.37498)
MMR,711.0,21.96999,96.08503,Mandalay,1300000.0,POINT (96.08503 21.96999)
MMR,712.0,20.14,92.88,Sittwe,179032.0,POINT (92.88 20.14)
BDI,713.0,-3.37609,29.36001,Bujumbura,331700.0,POINT (29.36001 -3.37609)
USA,714.0,-14.27661,-170.70665,Pago Pago,12576.0,POINT (-170.70665 -14.27661)
VCT,715.0,13.14828,-61.21206,Kingstown,49485.0,POINT (-61.21206 13.14828)
LCA,716.0,14.00197,-61.00001,Castries,37963.0,POINT (-61.00001 14.00197)
KNA,717.0,17.30203,-62.71701,Basseterre,21887.0,POINT (-62.71701 17.30203)
ESP,718.0,28.09998,-15.43,Las Palmas,378495.0,POINT (-15.43 28.09998)
SOL,719.0,10.43555,45.01641,Berbera,242344.0,POINT (45.01641 10.43555)
MUS,720.0,-20.16664,57.49999,Port Louis,595491.0,POINT (57.49999 -20.16664)
PSE,721.0,31.53,34.44502,Gaza,505700.0,POINT (34.44502 31.53)
GRD,722.0,12.05263,-61.74164,Saint George's,33734.0,POINT (-61.74164 12.05263)
FRA,723.0,-17.53336,-149.56667,Papeete,131695.0,POINT (-149.56667 -17.53336)
BHR,724.0,26.23614,50.58305,Manama,563920.0,POINT (50.58305 26.23614)
BHS,725.0,26.53328,-78.70001,Freeport,25383.0,POINT (-78.70001 26.53328)
ATG,726.0,17.11804,-61.85003,Saint John's,35499.0,POINT (-61.85003 17.11804)
TWN,727.0,24.15208,120.68167,Taichung,2629323.0,POINT (120.68167 24.15208)
IND,728.0,11.25044,75.76999,Kozhikode,953000.0,POINT (75.76999 11.25044)
IND,729.0,20.27043,85.82736,Bhubaneshwar,844000.0,POINT (85.82736 20.27043)
IND,730.0,22.78754,86.19752,Jamshedpur,1300000.0,POINT (86.19752 22.78754)
URY,731.0,-34.85804,-56.17105,Montevideo,1513000.0,POINT (-56.17105 -34.85804)
USA,732.0,46.59275,-112.03529,Helena,38725.0,POINT (-112.03529 46.59275)
USA,733.0,46.80832,-100.78332,Bismarck,63871.0,POINT (-100.78332 46.80832)
USA,734.0,43.60859,-116.22749,Boise,338071.0,POINT (-116.22749 43.60859)
USA,735.0,37.29998,-121.84999,San Jose,1668000.0,POINT (-121.84999 37.29998)
USA,736.0,38.57502,-121.47004,Sacramento,1604000.0,POINT (-121.47004 38.57502)
USA,737.0,36.21,-115.22001,Las Vegas,1823000.0,POINT (-115.22001 36.21)
USA,738.0,35.68693,-105.93724,Santa Fe,92681.0,POINT (-105.93724 35.68693)
USA,739.0,45.52002,-122.67999,Portland,1875000.0,POINT (-122.67999 45.52002)
USA,740.0,40.77502,-111.93005,Salt Lake City,966000.0,POINT (-111.93005 40.77502)
USA,741.0,41.14001,-104.81971,Cheyenne,72927.0,POINT (-104.81971 41.14001)
USA,742.0,41.57998,-93.61998,Des Moines,380655.0,POINT (-93.61998 41.57998)
USA,743.0,41.24,-96.00999,Omaha,877110.0,POINT (-96.00999 41.24)
USA,744.0,35.47004,-97.51868,Oklahoma City,788000.0,POINT (-97.51868 35.47004)
USA,745.0,44.36834,-100.35055,Pierre,13879.0,POINT (-100.35055 44.36834)
USA,746.0,29.48733,-98.50731,San Antonio,1473000.0,POINT (-98.50731 29.48733)
VEN,747.0,7.77,-72.24997,San Cristobal,438798.0,POINT (-72.24997 7.77)
VEN,748.0,10.22998,-67.98002,Valencia,1770000.0,POINT (-67.98002 10.22998)
USA,749.0,32.29882,-90.185,Jackson,250902.0,POINT (-90.185 32.29882)
USA,750.0,35.81878,-78.64469,Raleigh,1163515.0,POINT (-78.64469 35.81878)
USA,751.0,41.46999,-81.695,Cleveland,1890000.0,POINT (-81.695 41.46999)
USA,752.0,39.16188,-84.45692,Cincinnati,1636000.0,POINT (-84.45692 39.16188)
USA,753.0,36.16997,-86.77998,Nashville,877000.0,POINT (-86.77998 36.16997)
USA,754.0,35.11999,-90.0,Memphis,1081000.0,POINT (-90 35.11999)
USA,755.0,36.84996,-76.28001,Norfolk,1047869.0,POINT (-76.28001 36.84996)
USA,756.0,43.05266,-87.91997,Milwaukee,1388000.0,POINT (-87.91997 43.05266)
USA,757.0,42.87998,-78.88,Buffalo,1016000.0,POINT (-78.88 42.87998)
USA,758.0,40.43,-79.99999,Pittsburgh,1838000.0,POINT (-79.99999 40.43)
VEN,759.0,8.37002,-62.61999,Ciudad Guayana,746535.0,POINT (-62.61999 8.37002)
TGO,760.0,6.13194,1.22276,Lome,1452000.0,POINT (1.22276 6.13194)
TUN,761.0,36.80278,10.17968,Tunis,2412500.0,POINT (10.17968 36.80278)
USA,762.0,57.79,-152.40699,Kodiak,9461.0,POINT (-152.40699 57.79)
USA,763.0,55.2,-162.71509,Cold Bay,200.0,POINT (-162.71509 55.2)
USA,764.0,60.7933,-161.7558,Bethel,6228.0,POINT (-161.7558 60.7933)
USA,765.0,68.34773,-166.80802,Point Hope,461.0,POINT (-166.80802 68.34773)
USA,766.0,71.29057,-156.78858,Barrow,4336.0,POINT (-156.78858 71.29057)
USA,767.0,64.5061,-165.40637,Nome,3485.0,POINT (-165.40637 64.5061)
USA,768.0,61.136,-146.34829,Valdez,4036.0,POINT (-146.34829 61.136)
USA,769.0,58.31413,-134.42,Juneau,30711.0,POINT (-134.42 58.31413)
USA,770.0,64.83698,-147.71066,Fairbanks,56993.0,POINT (-147.71066 64.83698)
USA,771.0,70.29218,-148.66936,Prudhoe Bay,2500.0,POINT (-148.66936 70.29218)
UKR,772.0,44.59998,33.46498,Sevastapol,379200.0,POINT (33.46498 44.59998)
ARE,773.0,24.46668,54.36659,Abu Dhabi,603492.0,POINT (54.36659 24.46668)
TKM,774.0,37.94999,58.3833,Ashgabat,727700.0,POINT (58.3833 37.94999)
UZB,775.0,39.67002,66.945,Samarqand,708000.0,POINT (66.945 39.67002)
ZMB,776.0,-15.41664,28.28333,Lusaka,1328000.0,POINT (28.28333 -15.41664)
ZWE,777.0,-17.81779,31.04471,Harare,1572000.0,POINT (31.04471 -17.81779)
ZWE,778.0,-20.17,28.58,Bulawayo,699385.0,POINT (28.58 -20.17)
TLS,779.0,-8.55939,125.57946,Dili,234331.0,POINT (125.57946 -8.55939)
VUT,780.0,-17.73335,168.31664,Port Vila,44040.0,POINT (168.31664 -17.73335)
HND,781.0,14.10204,-87.21753,Tegucigalpa,946000.0,POINT (-87.21753 14.10204)
GUY,782.0,6.80197,-58.16703,Georgetown,264350.0,POINT (-58.16703 6.80197)
ISL,783.0,64.15002,-21.95001,Reykjavík,166212.0,POINT (-21.95001 64.15002)
HTI,784.0,18.54102,-72.33603,Port-au-Prince,1998000.0,POINT (-72.33603 18.54102)
GBR,785.0,55.8744,-4.25071,Glasgow,1160000.0,POINT (-4.25071 55.8744)
UGA,786.0,0.31666,32.58332,Kampala,1420000.0,POINT (32.58332 0.31666)
YEM,787.0,12.77972,45.00949,Aden,1000000.0,POINT (45.00949 12.77972)
SUR,788.0,5.83503,-55.16703,Paramaribo,254169.0,POINT (-55.16703 5.83503)
ESP,789.0,37.40502,-5.98001,Seville,1212045.0,POINT (-5.98001 37.40502)
NER,790.0,13.8,8.98332,Zinder,230358.0,POINT (8.98332 13.8)
NER,791.0,13.51671,2.11666,Niamey,915000.0,POINT (2.11666 13.51671)
SDN,792.0,19.61579,37.21643,Port Sudan,489725.0,POINT (37.21643 19.61579)
TJK,793.0,38.56004,68.77388,Dushanbe,1086244.0,POINT (68.77388 38.56004)
PER,794.0,-13.52503,-71.97215,Cusco,361182.0,POINT (-71.97215 -13.52503)
PER,795.0,-18.0,-70.25001,Tacna,280098.0,POINT (-70.25001 -18)
PER,796.0,-8.12004,-79.01997,Trujillo,765171.0,POINT (-79.01997 -8.12004)
PER,797.0,-14.06799,-75.72549,Ica,279420.0,POINT (-75.72549 -14.06799)
PRY,798.0,-25.2964,-57.64151,Asuncion,1870000.0,POINT (-57.64151 -25.2964)
NIC,799.0,12.15302,-86.26849,Managua,920000.0,POINT (-86.26849 12.15302)
SLE,800.0,8.47001,-13.23422,Freetown,827000.0,POINT (-13.23422 8.47001)
NER,801.0,16.99587,7.98281,Agadez,117770.0,POINT (7.98281 16.99587)
SDN,802.0,12.05997,24.88999,Niyala,392373.0,POINT (24.88999 12.05997)
SSD,803.0,7.69998,27.98996,Wau,127384.0,POINT (27.98996 7.69998)
SDN,804.0,19.16659,30.4833,Dongola,26404.0,POINT (30.4833 19.16659)
SDN,805.0,15.45997,36.39002,Kassala,401477.0,POINT (36.39002 15.45997)
NOR,806.0,69.63508,18.99203,Tromsø,52436.0,POINT (18.99203 69.63508)
NOR,807.0,63.41666,10.41667,Trondheim,147139.0,POINT (10.41667 63.41666)
NOR,808.0,60.391,5.32452,Bergen,213585.0,POINT (5.32452 60.391)
PAK,809.0,33.7,73.16663,Islamabad,780000.0,POINT (73.16663 33.7)
PAK,810.0,30.19998,71.45501,Multan,1522000.0,POINT (71.45501 30.19998)
PAK,811.0,25.37999,68.37499,Hyderabad,1459000.0,POINT (68.37499 25.37999)
PAK,812.0,34.00502,71.535,Peshawar,1303000.0,POINT (71.535 34.00502)
NPL,813.0,27.71669,85.31664,Kathmandu,895000.0,POINT (85.31664 27.71669)
MOZ,814.0,-14.51861,40.71502,Nacala,224795.0,POINT (40.71502 -14.51861)
ZAF,815.0,-29.11999,26.22991,Bloemfontein,463064.0,POINT (26.22991 -29.11999)
ZAF,816.0,-25.70692,28.22943,Pretoria,1338000.0,POINT (28.22943 -25.70692)
PNG,817.0,-9.46471,147.1925,Port Moresby,283733.0,POINT (147.1925 -9.46471)
SLB,818.0,-9.43799,159.94977,Honiara,76328.0,POINT (159.94977 -9.43799)
PAN,819.0,8.96802,-79.53304,Panama City,1281000.0,POINT (-79.53304 8.96802)
MAR,820.0,34.0546,-5.00038,Fez,1002000.0,POINT (-5.00038 34.0546)
MAR,821.0,34.0253,-6.83613,Rabat,1705000.0,POINT (-6.83613 34.0253)
MAR,822.0,31.62999,-7.99999,Marrakesh,872000.0,POINT (-7.99999 31.62999)
MDA,823.0,47.00502,28.85771,Chisinau,688134.0,POINT (28.85771 47.00502)
MOZ,824.0,-19.82004,34.87001,Beira,530604.0,POINT (34.87001 -19.82004)
ZAF,825.0,-33.97003,25.60003,Port Elizabeth,1021000.0,POINT (25.60003 -33.97003)
MOZ,826.0,-25.95528,32.58916,Maputo,1446000.0,POINT (32.58916 -25.95528)
RUS,827.0,56.49499,84.97501,Tomsk,535479.0,POINT (84.97501 56.49499)
RUS,828.0,64.73699,177.475,Anadyr,10332.0,POINT (177.475 64.73699)
RUS,829.0,68.96999,33.10004,Murmansk,319263.0,POINT (33.10004 68.96999)
RUS,830.0,64.57496,40.54501,Archangel,356051.0,POINT (40.54501 64.57496)
RUS,831.0,56.33301,44.00009,Nizhny Novgorod,1278000.0,POINT (44.00009 56.33301)
RUS,832.0,48.71001,44.49996,Volgograd,984000.0,POINT (44.49996 48.71001)
RUS,833.0,54.78997,56.04003,Ufa,1018000.0,POINT (56.04003 54.78997)
RUS,834.0,56.85003,60.59996,Yekaterinburg,1313000.0,POINT (60.59996 56.85003)
RUS,835.0,53.19501,50.1513,Samara,1137000.0,POINT (50.1513 53.19501)
RUS,836.0,55.74994,49.12634,Kazan,1115000.0,POINT (49.12634 55.74994)
RUS,837.0,61.25994,73.42502,Surgut,400000.0,POINT (73.42502 61.25994)
RUS,838.0,53.355,83.74501,Barnaul,599579.0,POINT (83.74501 53.355)
RUS,839.0,55.02996,82.96004,Novosibirsk,1389000.0,POINT (82.96004 55.02996)
SOM,840.0,2.06668,45.36668,Mogadishu,1100000.0,POINT (45.36668 2.06668)
OMN,841.0,23.61332,58.59331,Muscat,734697.0,POINT (58.59331 23.61332)
LKA,842.0,6.93197,79.85775,Colombo,217000.0,POINT (79.85775 6.93197)
PHL,843.0,10.31998,123.90008,Cebu,815000.0,POINT (123.90008 10.31998)
PHL,844.0,10.70504,122.54502,Iloilo,387681.0,POINT (122.54502 10.70504)
PHL,845.0,7.11002,125.63,Davao,1402000.0,POINT (125.63 7.11002)
RUS,846.0,56.157,101.61503,Bratsk,246348.0,POINT (101.61503 56.157)
RUS,847.0,52.31997,104.24505,Irkutsk,586695.0,POINT (104.24505 52.31997)
RUS,848.0,56.01398,92.866,Krasnoyarsk,925000.0,POINT (92.866 56.01398)
RUS,849.0,73.50697,80.5451,Dickson,1113.0,POINT (80.5451 73.50697)
RUS,850.0,52.05503,113.465,Chita,308500.0,POINT (113.465 52.05503)
RUS,851.0,43.13001,131.91003,Vladivostok,587022.0,POINT (131.91003 43.13001)
RUS,852.0,71.43333,136.06662,Nizhneyansk,400.0,POINT (136.06662 71.43333)
RUS,853.0,62.03496,129.73502,Yakutsk,235600.0,POINT (129.73502 62.03496)
RUS,854.0,71.62689,128.83497,Tiksi,5700.0,POINT (128.83497 71.62689)
RUS,855.0,59.57498,150.81001,Magadan,95282.0,POINT (150.81001 59.57498)
MEX,856.0,32.50002,-117.08,Tijuana,1553000.0,POINT (-117.08 32.50002)
MEX,857.0,28.64498,-106.08498,Chihuahua,793000.0,POINT (-106.08498 28.64498)
MEX,858.0,23.2211,-106.42,Mazatlan,368204.0,POINT (-106.42 23.2211)
MEX,859.0,22.30002,-97.87001,Tampico,859419.0,POINT (-97.87001 22.30002)
MEX,860.0,16.84999,-99.91598,Acapulco,715584.0,POINT (-99.91598 16.84999)
MEX,861.0,19.17734,-96.15998,Veracruz,578963.0,POINT (-96.15998 19.17734)
MEX,862.0,16.75,-93.15001,Tuxtla Gutierrez,481128.0,POINT (-93.15001 16.75)
MEX,863.0,21.16996,-86.83001,Cancun,542043.0,POINT (-86.83001 21.16996)
MEX,864.0,20.96664,-89.61663,Merida,965000.0,POINT (-89.61663 20.96664)
NGA,865.0,6.45003,7.5,Enugu,688862.0,POINT (7.5 6.45003)
NGA,866.0,13.06002,5.24003,Sokoto,732178.0,POINT (5.24003 13.06002)
RUS,867.0,57.99996,56.24999,Perm,997000.0,POINT (56.24999 57.99996)
MNG,868.0,49.0533,104.11834,Erdenet,79647.0,POINT (104.11834 49.0533)
MNG,869.0,47.91667,106.91662,Ulaanbaatar,885000.0,POINT (106.91662 47.91667)
NZL,870.0,-41.29997,174.78327,Wellington,393400.0,POINT (174.78327 -41.29997)
TZA,871.0,-8.89001,33.43004,Mbeya,291649.0,POINT (33.43004 -8.89001)
NAM,872.0,-22.57001,17.08355,Windhoek,268132.0,POINT (17.08355 -22.57001)
NAM,873.0,-19.56662,18.11656,Grootfontein,24099.0,POINT (18.11656 -19.56662)
TZA,874.0,-6.16,39.20003,Zanzibar,403658.0,POINT (39.20003 -6.16)
NZL,875.0,-43.53503,172.63002,Christchurch,363926.0,POINT (172.63002 -43.53503)
ESP,876.0,39.48502,-0.40001,Valencia,808000.0,POINT (-0.40001 39.48502)
RUS,877.0,59.084,159.95002,Palana,3671.0,POINT (159.95002 59.084)
RUS,878.0,53.06199,158.62302,Petropavlovsk Kamchatskiy,187282.0,POINT (158.62302 53.06199)
NGA,879.0,9.08333,7.53333,Abuja,1576000.0,POINT (7.53333 9.08333)
IDN,880.0,-0.96001,100.36001,Padang,855000.0,POINT (100.36001 -0.96001)
GNB,881.0,11.86502,-15.59836,Bissau,403339.0,POINT (-15.59836 11.86502)
ITA,882.0,38.12502,13.35003,Palermo,863000.0,POINT (13.35003 38.12502)
JOR,883.0,31.95003,35.9333,Amman,1060000.0,POINT (35.9333 31.95003)
LTU,884.0,54.68337,25.31664,Vilnius,542366.0,POINT (25.31664 54.68337)
LVA,885.0,56.95002,24.09997,Riga,742572.0,POINT (24.09997 56.95002)
KGZ,886.0,42.87308,74.5852,Bishkek,837000.0,POINT (74.5852 42.87308)
CHN,887.0,39.82001,98.29998,Jiayuguan,148279.0,POINT (98.29998 39.82001)
CHN,888.0,36.62,101.77,Xining,1048000.0,POINT (101.77 36.62)
CHN,889.0,25.27999,110.28003,Guilin,987000.0,POINT (110.28003 25.27999)
CHN,890.0,32.62998,116.97998,Huainan,1451000.0,POINT (116.97998 32.62998)
CHN,891.0,23.37001,116.67003,Shantou,1601000.0,POINT (116.67003 23.37001)
IDN,892.0,3.30002,117.63302,Tarakan,193069.0,POINT (117.63302 3.30002)
KEN,893.0,-4.04003,39.68992,Mombasa,882000.0,POINT (39.68992 -4.04003)
LSO,894.0,-29.31667,27.48327,Maseru,361324.0,POINT (27.48327 -29.31667)
MDG,895.0,-18.91664,47.51662,Antananarivo,1697000.0,POINT (47.51662 -18.91664)
IDN,896.0,-6.96662,110.42002,Semarang,1396000.0,POINT (110.42002 -6.96662)
IDN,897.0,-2.98004,104.75003,Palembang,1749000.0,POINT (104.75003 -2.98004)
IDN,898.0,-3.32999,114.58008,Bandjarmasin,603576.0,POINT (114.58008 -3.32999)
IDN,899.0,-5.13996,119.43203,Ujungpandang,1262000.0,POINT (119.43203 -5.13996)
FRA,900.0,45.77001,4.83003,Lyon,1423000.0,POINT (4.83003 45.77001)
ECU,901.0,-0.21499,-78.50005,Quito,1701000.0,POINT (-78.50005 -0.21499)
CRI,902.0,9.93501,-84.08405,San Jose,1284000.0,POINT (-84.08405 9.93501)
SLV,903.0,13.71,-89.20304,San Salvador,1433000.0,POINT (-89.20304 13.71)
JAM,904.0,17.97708,-76.76743,Kingston,937700.0,POINT (-76.76743 17.97708)
COL,905.0,10.39974,-75.51439,Cartagena,887000.0,POINT (-75.51439 10.39974)
COL,906.0,1.19831,-70.17361,Mitu,5917.0,POINT (-70.17361 1.19831)
COD,907.0,2.18998,22.45996,Bumba,160539.0,POINT (22.45996 2.18998)
TCD,908.0,12.1131,15.04915,Ndjamena,989000.0,POINT (15.04915 12.1131)
TCD,909.0,13.83999,20.82998,Abeche,158317.0,POINT (20.82998 13.83999)
GNQ,910.0,3.75002,8.78328,Malabo,155963.0,POINT (8.78328 3.75002)
EGY,911.0,25.70002,32.65004,Luxor,609248.0,POINT (32.65004 25.70002)
ERI,912.0,15.33334,38.93332,Asmara,620802.0,POINT (38.93332 15.33334)
HRV,913.0,45.80001,15.99999,Zagreb,722526.0,POINT (15.99999 45.80001)
EST,914.0,59.43388,24.72804,Tallinn,394024.0,POINT (24.72804 59.43388)
CHN,915.0,29.64502,91.10001,Lhasa,219599.0,POINT (91.10001 29.64502)
CHN,916.0,42.82698,93.515,Hami,300848.0,POINT (93.515 42.82698)
CHN,917.0,37.09971,79.92695,Hotan,261730.0,POINT (79.92695 37.09971)
CHN,918.0,39.47634,75.96993,Kashgar,543914.0,POINT (75.96993 39.47634)
CHN,919.0,38.46797,106.27304,Yinchuan,991000.0,POINT (106.27304 38.46797)
CHN,920.0,27.62001,113.85004,Pingxiang,961000.0,POINT (113.85004 27.62001)
JPN,921.0,32.76499,129.88503,Nagasaki,435455.0,POINT (129.88503 32.76499)
CHN,922.0,47.34498,123.98999,Qiqihar,1641000.0,POINT (123.98999 47.34498)
COD,923.0,-5.03004,18.85,Kikwit,637736.0,POINT (18.85 -5.03004)
COD,924.0,-5.81661,13.45002,Matadi,245862.0,POINT (13.45002 -5.81661)
COD,925.0,-10.71672,25.47244,Kolwezi,418000.0,POINT (25.47244 -10.71672)
COD,926.0,-11.68002,27.48002,Lubumbashi,1352000.0,POINT (27.48002 -11.68002)
MWI,927.0,-13.9833,33.7833,Lilongwe,646750.0,POINT (33.7833 -13.9833)
GTM,928.0,14.62113,-90.52697,Guatemala,1024000.0,POINT (-90.52697 14.62113)
FRA,929.0,4.93299,-52.33002,Cayenne,61550.0,POINT (-52.33002 4.93299)
GAB,930.0,0.38539,9.45797,Libreville,578156.0,POINT (9.45797 0.38539)
IND,931.0,17.73001,83.30498,Vishakhapatnam,1529000.0,POINT (83.30498 17.73001)
FJI,932.0,-18.13302,178.44171,Suva,175399.0,POINT (178.44171 -18.13302)
