country,id,latitude,longitude,name,population,geometry
RUS,311.0,54.78269,32.04734,Smolensk,320991.0,POINT (32.04734 54.78269)
RUS,312.0,61.84998,34.28002,Petrozavodsk,265025.0,POINT (34.28002 61.84998)
RUS,313.0,56.85998,35.89,Tver,400212.0,POINT (35.89 56.85998)
RUS,314.0,59.20999,39.91998,Vologda,294889.0,POINT (39.91998 59.20999)
RUS,315.0,57.61998,39.87001,Yaroslavl,606730.0,POINT (39.87001 57.61998)
RUS,316.0,47.23465,39.71266,Rostov,1052000.0,POINT (39.71266 47.23465)
RUS,317.0,43.59001,39.72997,Sochi,327608.0,POINT (39.72997 43.59001)
RUS,318.0,45.01998,39.00004,Krasnodar,649851.0,POINT (39.00004 45.01998)
RUS,319.0,53.18002,44.99998,Penza,512602.0,POINT (44.99998 53.18002)
RUS,320.0,54.61996,39.71999,Ryazan,520173.0,POINT (39.71999 54.61996)
RUS,321.0,51.72998,39.27,Voronezh,844000.0,POINT (39.27 51.72998)
RUS,322.0,53.42269,58.98001,Magnitogorsk,413351.0,POINT (58.98001 53.42269)
RUS,323.0,55.15499,61.43867,Chelyabinsk,1091000.0,POINT (61.43867 55.15499)
RUS,324.0,67.5,64.00998,Vorkuta,80039.0,POINT (64.00998 67.5)
RUS,325.0,58.59005,49.66998,Kirov,457437.0,POINT (49.66998 58.59005)
RUS,326.0,57.92002,59.97498,Nizhny Tagil,381116.0,POINT (59.97498 57.92002)
RUS,327.0,46.34866,48.05499,Astrakhan,502533.0,POINT (48.05499 46.34866)
RUS,328.0,51.77998,55.11001,Orenburg,550204.0,POINT (55.11001 51.77998)
RUS,329.0,51.57999,46.03,Saratov,843000.0,POINT (46.03 51.57999)
RUS,330.0,54.32998,48.41001,Ulyanovsk,640680.0,POINT (48.41001 54.32998)
RUS,331.0,54.98999,73.39995,Omsk,1135000.0,POINT (73.39995 54.98999)
RUS,332.0,57.14001,65.52999,Tyumen,519119.0,POINT (65.52999 57.14001)
RUS,333.0,53.75001,87.11498,Novokuznetsk,539616.0,POINT (87.11498 53.75001)
RUS,334.0,55.33997,86.08998,Kemerovo,477090.0,POINT (86.08998 55.33997)
RUS,335.0,43.31869,45.6987,Groznyy,226100.0,POINT (45.6987 43.31869)
LKA,336.0,7.27998,80.67,Kandy,111701.0,POINT (80.67 7.27998)
LKA,337.0,6.9,79.94999,Sri Jawewardenepura Kotte,115826.0,POINT (79.94999 6.9)
KOR,338.0,36.33555,127.42503,Daejeon,1468000.0,POINT (127.42503 36.33555)
KOR,339.0,35.17097,126.91043,Gwangju,1440000.0,POINT (126.91043 35.17097)
KOR,340.0,35.09505,129.01005,Busan,3480000.0,POINT (129.01005 35.09505)
PHL,341.0,6.91998,122.08003,Zamboanga,773000.0,POINT (122.08003 6.91998)
PHL,342.0,18.19885,120.59361,Laoag,207048.0,POINT (120.59361 18.19885)
PHL,343.0,16.42999,120.56994,Baguio City,447824.0,POINT (120.56994 16.42999)
PHL,344.0,6.11083,125.17473,General Santos,950530.0,POINT (125.17473 6.11083)
RUS,345.0,57.98996,102.63331,Ust-Ulimsk,100271.0,POINT (102.63331 57.98996)
RUS,346.0,52.56001,103.92,Angarsk,243158.0,POINT (103.92 52.56001)
RUS,347.0,53.70368,91.445,Abakan,167289.0,POINT (91.445 53.70368)
RUS,348.0,69.34002,88.22499,Norilsk,165873.0,POINT (88.22499 69.34002)
RUS,349.0,72.04114,102.465,Khatanga,3205.0,POINT (102.465 72.04114)
RUS,350.0,51.7067,94.38307,Kyzyl,108240.0,POINT (94.38307 51.7067)
RUS,351.0,51.82499,107.625,Ulan Ude,360278.0,POINT (107.625 51.82499)
RUS,352.0,50.26661,127.53334,Blagoveshchensk,221296.0,POINT (127.53334 50.26661)
RUS,353.0,52.98334,116.91663,Bukachacha,3372.0,POINT (116.91663 52.98334)
RUS,354.0,44.53722,135.51725,Dalnegorsk,8123.0,POINT (135.51725 44.53722)
RUS,355.0,69.65101,162.33359,Ambarchik,0.0,POINT (162.33359 69.65101)
RUS,356.0,67.65599,134.63503,Batagay,4266.0,POINT (134.63503 67.65599)
RUS,357.0,70.61831,147.89458,Chokurdakh,2506.0,POINT (147.89458 70.61831)
RUS,358.0,64.56659,143.19998,Ust Nera,9148.0,POINT (143.19998 64.56659)
RUS,359.0,60.72527,114.94703,Lensk,25589.0,POINT (114.94703 60.72527)
RUS,360.0,58.603,125.38939,Aldan,24426.0,POINT (125.38939 58.603)
RUS,361.0,62.54002,113.96135,Mirnyy,40308.0,POINT (113.96135 62.54002)
RUS,362.0,66.76971,123.37112,Zhigansk,3237.0,POINT (123.37112 66.76971)
RUS,363.0,59.383,143.21704,Okhotsk,5570.0,POINT (143.21704 59.383)
RUS,364.0,48.45499,135.12001,Khabarovsk,579000.0,POINT (135.12001 48.45499)
RUS,365.0,53.5739,142.94785,Okha,26560.0,POINT (142.94785 53.5739)
RUS,366.0,46.96497,142.74001,Yuzhno Sakhalinsk,176484.0,POINT (142.74001 46.96497)
MEX,367.0,32.64998,-115.48002,Mexicali,885000.0,POINT (-115.48002 32.64998)
MEX,368.0,24.13996,-110.32,La Paz,189767.0,POINT (-110.32 24.13996)
MEX,369.0,25.57005,-103.42,Torreon,1144000.0,POINT (-103.42 25.57005)
MEX,370.0,24.82999,-107.37997,Culiacan,809000.0,POINT (-107.37997 24.82999)
MEX,371.0,31.305,-110.945,Nogales,178097.0,POINT (-110.945 31.305)
MEX,372.0,29.09888,-110.95406,Hermosillo,595811.0,POINT (-110.95406 29.09888)
MEX,373.0,27.93001,-110.88999,Guaymas,103449.0,POINT (-110.88999 27.93001)
MEX,374.0,22.16998,-101.0,San Luis Potosi,992000.0,POINT (-101 22.16998)
MEX,375.0,25.87998,-97.5,Matamoros,538785.0,POINT (-97.5 25.87998)
MEX,376.0,27.49999,-99.55001,Nuevo Laredo,349550.0,POINT (-99.55001 27.49999)
MEX,377.0,19.22997,-103.72001,Colima,223287.0,POINT (-103.72001 19.22997)
MEX,378.0,19.82999,-90.49999,Campeche,205212.0,POINT (-90.49999 19.82999)
MEX,379.0,17.08269,-96.66995,Oaxaca,530728.0,POINT (-96.66995 17.08269)
MEX,380.0,21.14999,-101.70003,Leon,1488000.0,POINT (-101.70003 21.14999)
NGA,381.0,11.84996,13.16001,Maiduguri,896000.0,POINT (13.16001 11.84996)
NGA,382.0,4.81,7.01,Port Harcourt,1020000.0,POINT (7.01 4.81)
NGA,383.0,7.72998,8.53001,Makurdi,292645.0,POINT (8.53001 7.72998)
NGA,384.0,7.38003,3.92998,Ibadan,2628000.0,POINT (3.92998 7.38003)
NGA,385.0,8.13001,4.23999,Ogbomosho,951000.0,POINT (4.23999 8.13001)
NGA,386.0,5.51996,5.76,Warri,830106.0,POINT (5.76 5.51996)
NGA,387.0,10.52002,7.44,Kaduna,1442000.0,POINT (7.44 10.52002)
POL,388.0,54.35998,18.64004,Gdansk,740000.0,POINT (18.64004 54.35998)
POL,389.0,50.05998,19.96001,Kraków,756000.0,POINT (19.96001 50.05998)
MNG,390.0,43.58355,104.44028,Dalandzadgad,15093.0,POINT (104.44028 43.58355)
PRK,391.0,39.16049,127.43082,Wonsan,329207.0,POINT (127.43082 39.16049)
PRK,392.0,40.08586,124.42128,Sinuiju,288112.0,POINT (124.42128 40.08586)
MNG,393.0,48.01664,91.63326,Dund-Us,30500.0,POINT (91.63326 48.01664)
MNG,394.0,48.06659,114.50602,Choybalsan,33376.0,POINT (114.50602 48.06659)
NAM,395.0,-26.648,15.15943,Lüderitz,15137.0,POINT (15.15943 -26.648)
NAM,396.0,-22.95753,14.50531,Walvis Bay,52058.0,POINT (14.50531 -22.95753)
TZA,397.0,-2.52002,32.93002,Mwanza,493944.0,POINT (32.93002 -2.52002)
TZA,398.0,-6.82001,37.66002,Morogoro,250902.0,POINT (37.66002 -6.82001)
TZA,399.0,-6.18331,35.75,Dodoma,218269.0,POINT (35.75 -6.18331)
TZA,400.0,-3.36002,36.67,Arusha,341136.0,POINT (36.67 -3.36002)
NZL,401.0,-39.49001,176.91503,Napier,56787.0,POINT (176.91503 -39.49001)
NZL,402.0,-36.99998,174.88497,Manukau,362000.0,POINT (174.88497 -36.99998)
NZL,403.0,-37.77001,175.30004,Hamilton,112145.0,POINT (175.30004 -37.77001)
NZL,404.0,-41.52099,173.95924,Blenheim,26550.0,POINT (173.95924 -41.52099)
NZL,405.0,-45.87995,170.47997,Dunedin,114347.0,POINT (170.47997 -45.87995)
CHE,406.0,46.91668,7.46698,Bern,275329.0,POINT (7.46698 46.91668)
SWE,407.0,55.58334,13.0333,Malmö,269349.0,POINT (13.0333 55.58334)
MAR,408.0,27.14998,-13.20001,Laayoune,188084.0,POINT (-13.20001 27.14998)
IDN,409.0,0.79296,127.36302,Ternate,187521.0,POINT (127.36302 0.79296)
IDN,410.0,-3.71669,128.20002,Ambon,355596.0,POINT (128.20002 -3.71669)
IDN,411.0,-8.44999,118.76664,Raba,106101.0,POINT (118.76664 -8.44999)
IDN,412.0,-2.53299,140.69998,Jayapura,169341.0,POINT (140.69998 -2.53299)
ITA,413.0,43.78,11.25,Florence,1500000.0,POINT (11.25 43.78)
ITA,414.0,37.49997,15.08,Catania,674542.0,POINT (15.08 37.49997)
KOS,415.0,42.66671,21.16598,Pristina,465186.0,POINT (21.16598 42.66671)
KEN,416.0,0.05998,37.64002,Meru,47226.0,POINT (37.64002 0.05998)
KEN,417.0,0.52001,35.26998,Eldoret,353381.0,POINT (35.26998 0.52001)
IDN,418.0,5.54998,95.32001,Banda Aceh,513698.0,POINT (95.32001 5.54998)
MYS,419.0,5.41361,100.32937,George Town,2500000.0,POINT (100.32937 5.41361)
CHN,420.0,38.92999,100.45003,Zhangye,230728.0,POINT (100.45003 38.92999)
CHN,421.0,37.92801,102.64101,Wuwei,493092.0,POINT (102.64101 37.92801)
CHN,422.0,40.14268,94.66201,Dunhuang,140094.0,POINT (94.66201 40.14268)
CHN,423.0,34.60002,105.91998,Tianshui,1225000.0,POINT (105.91998 34.60002)
CHN,424.0,36.16659,98.2666,Dulan,100.0,POINT (98.2666 36.16659)
CHN,425.0,36.41663,94.88335,Golmud,107092.0,POINT (94.88335 36.41663)
CHN,426.0,22.62997,110.15001,Yulin,1127000.0,POINT (110.15001 22.62997)
CHN,427.0,23.89972,106.61333,Bose,175282.0,POINT (106.61333 23.89972)
CHN,428.0,23.48003,111.32002,Wuzhou,442315.0,POINT (111.32002 23.48003)
CHN,429.0,26.59443,104.83333,Lupanshui,1221000.0,POINT (104.83333 26.59443)
CHN,430.0,24.90002,118.57999,Quanzhou,1463000.0,POINT (118.57999 24.90002)
CHN,431.0,31.85003,117.28001,Hefei,2035000.0,POINT (117.28001 31.85003)
CHN,432.0,33.63611,116.97889,Suzhou,1964000.0,POINT (116.97889 33.63611)
CHN,433.0,21.19998,110.38002,Zhanjiang,1590000.0,POINT (110.38002 21.19998)
CHN,434.0,24.79997,113.57998,Shaoguan,720266.0,POINT (113.57998 24.79997)
IDN,435.0,-1.25002,116.83002,Balikpapan,445905.0,POINT (116.83002 -1.25002)
MYS,436.0,1.52997,110.33,Kuching,570407.0,POINT (110.33 1.52997)
MDG,437.0,-12.2765,49.31153,Antsiranana,82937.0,POINT (49.31153 -12.2765)
MDG,438.0,-21.43333,47.08327,Fianarantsoa,184184.0,POINT (47.08327 -21.43333)
MDG,439.0,-15.67001,46.34502,Mahajanga,154657.0,POINT (46.34502 -15.67001)
MDG,440.0,-23.35683,43.68998,Toliara,115319.0,POINT (43.68998 -23.35683)
IDN,441.0,-7.56498,110.82501,Surakarta,555308.0,POINT (110.82501 -7.56498)
IDN,442.0,-5.43002,105.27,Bandar Lampung,865000.0,POINT (105.27 -5.43002)
IDN,443.0,-2.75003,107.65001,Tanjungpandan,62374.0,POINT (107.65001 -2.75003)
IDN,444.0,-7.97999,112.61002,Malang,805000.0,POINT (112.61002 -7.97999)
IDN,445.0,-10.17867,123.58299,Kupang,282396.0,POINT (123.58299 -10.17867)
IDN,446.0,-4.01667,119.63331,Parepare,87776.0,POINT (119.63331 -4.01667)
ECU,447.0,-2.89999,-78.99999,Cuenca,286878.0,POINT (-78.99999 -2.89999)
ECU,448.0,-0.53332,-90.35,Santa Cruz,11262.0,POINT (-90.35 -0.53332)
CRI,449.0,10.00002,-83.03334,Puerto Limon,85001.0,POINT (-83.03334 10.00002)
CUB,450.0,20.02502,-75.82133,Santiago de Cuba,555865.0,POINT (-75.82133 20.02502)
DOM,451.0,19.50001,-70.67001,Santiago,1550753.0,POINT (-70.67001 19.50001)
COL,452.0,5.05999,-75.52,Manizales,375848.0,POINT (-75.52 5.05999)
COL,453.0,1.21361,-77.28111,Pasto,382236.0,POINT (-77.28111 1.21361)
COL,454.0,10.95999,-74.79997,Barranquilla,1798000.0,POINT (-74.79997 10.95999)
DMA,455.0,15.30102,-61.38701,Roseau,23336.0,POINT (-61.38701 15.30102)
COD,456.0,0.04004,18.26001,Mbandaka,274996.0,POINT (18.26001 0.04004)
TCD,457.0,8.54998,16.09002,Moundou,156705.0,POINT (16.09002 8.54998)
EGY,458.0,30.00498,32.54994,Suez,508335.0,POINT (32.54994 30.00498)
EGY,459.0,31.25999,32.29001,Bur Said,623864.0,POINT (32.29001 31.25999)
EGY,460.0,29.31003,30.83997,El Faiyum,316772.0,POINT (30.83997 29.31003)
EGY,461.0,24.08751,32.89891,Aswan,313442.0,POINT (32.89891 24.08751)
EGY,462.0,27.18998,31.17995,Asyut,420585.0,POINT (31.17995 27.18998)
COD,463.0,0.52001,25.22,Kisangani,578470.0,POINT (25.22 0.52001)
ERI,464.0,13.01002,42.72999,Assab,105496.0,POINT (42.72999 13.01002)
DJI,465.0,11.59501,43.148,Djibouti,923000.0,POINT (43.148 11.59501)
DEU,466.0,51.04997,13.75,Dresden,617515.0,POINT (13.75 51.04997)
CHN,467.0,29.25001,88.88335,Xigaze,80000.0,POINT (88.88335 29.25001)
CHN,468.0,38.42614,77.25,Shache,373492.0,POINT (77.25 38.42614)
CHN,469.0,43.90002,81.35001,Yining,403489.0,POINT (81.35001 43.90002)
CHN,470.0,47.8666,88.11663,Altay,142000.0,POINT (88.11663 47.8666)
MYS,471.0,2.91402,101.70195,Putrajaya,67964.0,POINT (101.70195 2.91402)
CHN,472.0,39.23328,106.76903,Shizuishan,136570.0,POINT (106.76903 39.23328)
CHN,473.0,38.28331,109.73329,Yulin,155960.0,POINT (109.73329 38.28331)
CHN,474.0,32.67998,109.02,Ankang,1100000.0,POINT (109.02 32.67998)
CHN,475.0,35.61998,111.21,Houma,102400.0,POINT (111.21 35.61998)
CHN,476.0,29.38005,113.10001,Yueyang,826000.0,POINT (113.10001 29.38005)
CHN,477.0,26.88002,112.59002,Hengyang,1016000.0,POINT (112.59002 26.88002)
CHN,478.0,31.46998,104.76998,Mianyang,1396000.0,POINT (104.76998 31.46998)
CHN,479.0,27.88002,102.3,Xichang,379993.0,POINT (102.3 27.88002)
CHN,480.0,25.11998,99.15001,Baoshan,1000000.0,POINT (99.15001 25.11998)
CHN,481.0,23.37998,103.15008,Gejiu,149105.0,POINT (103.15008 23.37998)
CHN,482.0,38.05001,114.47998,Shijianzhuang,2417000.0,POINT (114.47998 38.05001)
CHN,483.0,36.57998,114.47998,Handan,1631000.0,POINT (114.47998 36.57998)
CHN,484.0,41.11502,122.94003,Anshan,1639000.0,POINT (122.94003 41.11502)
CHN,485.0,38.92284,121.62983,Dalian,3167000.0,POINT (121.62983 38.92284)
CHN,486.0,36.08998,120.33001,Qingdao,2866000.0,POINT (120.33001 36.08998)
CHN,487.0,35.07999,118.32998,Linyi,2082000.0,POINT (118.32998 35.07999)
CHN,488.0,33.58,119.02998,Huaiyin,1264000.0,POINT (119.02998 33.58)
CHN,489.0,28.01998,120.65009,Wenzhou,2350000.0,POINT (120.65009 28.01998)
CHN,490.0,29.87997,121.55004,Ningbo,1923000.0,POINT (121.55004 29.87997)
JPN,491.0,33.59502,130.41001,Fukuoka,2792000.0,POINT (130.41001 33.59502)
JPN,492.0,31.91824,131.41838,Miyazaki,324384.0,POINT (131.41838 31.91824)
JPN,493.0,26.20717,127.67297,Naha,905238.0,POINT (127.67297 26.20717)
JPN,494.0,33.56243,133.53752,Kochi,335570.0,POINT (133.53752 33.56243)
IDN,495.0,0.54998,123.07005,Gorontalo,365497.0,POINT (123.07005 0.54998)
CHN,496.0,43.61996,122.26999,Tongliao,884000.0,POINT (122.26999 43.61996)
CHN,497.0,40.81997,111.66,Hohhot,1726000.0,POINT (111.66 40.81997)
CHN,498.0,42.27002,118.94999,Chifeng,1277000.0,POINT (118.94999 42.27002)
CHN,499.0,46.08002,122.08003,Ulanhot,241894.0,POINT (122.08003 46.08002)
CHN,500.0,49.19998,119.70002,Hailar,231171.0,POINT (119.70002 49.19998)
CHN,501.0,46.83002,130.35002,Jiamusi,1020000.0,POINT (130.35002 46.83002)
CHN,502.0,48.23901,126.48204,Beian,154936.0,POINT (126.48204 48.23901)
CHN,503.0,46.57996,125.00001,Daqing,1693000.0,POINT (125.00001 46.57996)
CHN,504.0,45.29996,130.97003,Jixi,965000.0,POINT (130.97003 45.29996)
JPN,505.0,35.155,136.91499,Nagoya,3230000.0,POINT (136.91499 35.155)
JPN,506.0,36.65,138.17001,Nagano,594311.0,POINT (138.17001 36.65)
JPN,507.0,42.97496,144.37469,Kushiro,198566.0,POINT (144.37469 42.97496)
JPN,508.0,41.79498,140.73998,Hakodate,302984.0,POINT (140.73998 41.79498)
JPN,509.0,35.02999,135.75,Kyoto,1805000.0,POINT (135.75 35.02999)
JPN,510.0,38.28711,141.02172,Sendai,2250000.0,POINT (141.02172 38.28711)
JPN,511.0,38.92004,139.85006,Sakata,100446.0,POINT (139.85006 38.92004)
COD,512.0,-3.30999,17.37996,Bandundu,118211.0,POINT (17.37996 -3.30999)
COD,513.0,-5.89004,22.40002,Kananga,765000.0,POINT (22.40002 -5.89004)
COD,514.0,-4.45003,26.66002,Kasongo,63000.0,POINT (26.66002 -4.45003)
COD,515.0,-6.15003,23.6,Mbuji-Mayi,1295000.0,POINT (23.6 -6.15003)
COD,516.0,-5.9333,29.20002,Kalemie,206257.0,POINT (29.20002 -5.9333)
COD,517.0,0.13,29.28001,Butembo,286403.0,POINT (29.28001 0.13)
COD,518.0,-1.6788,29.22179,Goma,144124.0,POINT (29.22179 -1.6788)
MWI,519.0,-11.45999,34.01998,Mzuzu,110201.0,POINT (34.01998 -11.45999)
MWI,520.0,-15.79001,34.98995,Blantyre,584877.0,POINT (34.98995 -15.79001)
GTM,521.0,14.82996,-91.52001,Quetzaltenango,575263.0,POINT (-91.52001 14.82996)
GMB,522.0,13.45388,-16.5917,Banjul,43094.0,POINT (-16.5917 13.45388)
IND,523.0,28.43333,77.31667,Faridabad,1394000.0,POINT (77.31667 28.43333)
IND,524.0,34.09997,74.81501,Srinagar,1140000.0,POINT (74.81501 34.09997)
IND,525.0,16.51996,80.63,Vijayawada,1137000.0,POINT (80.63 16.51996)
IND,526.0,8.49998,76.95002,Thiruvananthapuram,954000.0,POINT (76.95002 8.49998)
IND,527.0,10.01501,76.22392,Kochi,1519000.0,POINT (76.22392 10.01501)
IND,528.0,20.47,85.88994,Cuttack,580000.0,POINT (85.88994 20.47)
IND,529.0,15.35998,75.12502,Hubli,890000.0,POINT (75.12502 15.35998)
IND,530.0,12.90003,74.84999,Mangalore,776632.0,POINT (74.84999 12.90003)
IND,531.0,12.30998,76.66001,Mysore,887000.0,POINT (76.66001 12.30998)
IND,532.0,17.34996,76.82,Gulbarga,483615.0,POINT (76.82 17.34996)
IND,533.0,16.7,74.22001,Kolhapur,750000.0,POINT (74.22001 16.7)
IND,534.0,19.16998,77.30003,Nanded,623708.0,POINT (77.30003 19.16998)
IND,535.0,20.70999,77.01002,Akola,503502.0,POINT (77.01002 20.70999)
IND,536.0,26.16002,91.77,Guwahati,983000.0,POINT (91.77 26.16002)
COG,537.0,-4.18002,13.28001,Kayes,62521.0,POINT (13.28001 -4.18002)
GAB,538.0,-1.6333,13.58329,Franceville,42967.0,POINT (13.58329 -1.6333)
FRA,539.0,44.85001,-0.59501,Bordeaux,803000.0,POINT (-0.59501 44.85001)
FRA,540.0,43.28998,5.37501,Marseille,1400000.0,POINT (5.37501 43.28998)
FRA,541.0,49.50497,0.10497,Le Havre,242124.0,POINT (0.10497 49.50497)
MLI,542.0,16.26659,-0.05001,Gao,116967.0,POINT (-0.05001 16.26659)
CHL,543.0,-45.57,-72.07,Coihaique,45787.0,POINT (-72.07 -45.57)
CHL,544.0,-18.50002,-70.28998,Arica,185999.0,POINT (-70.28998 -18.50002)
CHL,545.0,-27.36,-70.33998,Copiapo,129280.0,POINT (-70.33998 -27.36)
CHL,546.0,-29.9,-71.24998,La Serena,154521.0,POINT (-71.24998 -29.9)
CHL,547.0,-37.46,-72.35999,Los Angeles,145239.0,POINT (-72.35999 -37.46)
DNK,548.0,61.16659,-45.41662,Narsarsuaq,145.0,POINT (-45.41662 61.16659)
DNK,549.0,66.95001,-53.66661,Sisimiut,5227.0,POINT (-53.66661 66.95001)
DNK,550.0,72.70937,-56.14168,Upernavik,1129.0,POINT (-56.14168 72.70937)
DNK,551.0,77.48347,-69.33224,Qaanaaq,616.0,POINT (-69.33224 77.48347)
MRT,552.0,20.9,-17.05602,Nouadhibou,86738.0,POINT (-17.05602 20.9)
MLI,553.0,14.44998,-11.44001,Kayes,77207.0,POINT (-11.44001 14.44998)
MRT,554.0,16.66659,-9.61666,Ayoun el Atrous,1423.0,POINT (-9.61666 16.66659)
MLI,555.0,13.43999,-6.26002,Segou,122952.0,POINT (-6.26002 13.43999)
MKD,556.0,42.00001,21.43346,Skopje,494087.0,POINT (21.43346 42.00001)
LBY,557.0,24.19998,23.28999,Al Jawf,24132.0,POINT (23.28999 24.19998)
LBY,558.0,26.36665,15.80001,Tmassah,500.0,POINT (15.80001 26.36665)
LBY,559.0,32.37997,15.1,Misratah,386120.0,POINT (15.1 32.37997)
LBY,560.0,32.93441,12.07915,Zuwarah,180310.0,POINT (12.07915 32.93441)
IRQ,561.0,35.47224,44.39227,Kirkuk,601433.0,POINT (44.39227 35.47224)
IRQ,562.0,36.345,43.145,Mosul,1316000.0,POINT (43.145 36.345)
IRQ,563.0,32.00033,44.33537,An Najaf,665552.0,POINT (44.33537 32.00033)
ETH,564.0,11.60005,37.38329,Bahir Dar,206748.0,POINT (37.38329 11.60005)
ETH,565.0,13.49999,39.46998,Mekele,95856.0,POINT (39.46998 13.49999)
ETH,566.0,9.58999,41.86002,Dire Dawa,252279.0,POINT (41.86002 9.58999)
FIN,567.0,66.50004,25.71594,Rovaniemi,34781.0,POINT (25.71594 66.50004)
FIN,568.0,63.09998,21.60001,Vaasa,57014.0,POINT (21.60001 63.09998)
FIN,569.0,61.5,23.75001,Tampere,259279.0,POINT (23.75001 61.5)
KAZ,570.0,50.28002,57.16999,Aqtobe,262457.0,POINT (57.16999 50.28002)
KAZ,571.0,52.9527,63.13004,Rudny,124000.0,POINT (63.13004 52.9527)
KAZ,572.0,44.80002,65.46499,Qyzylorda,300000.0,POINT (65.46499 44.80002)
KAZ,573.0,47.11269,51.92002,Atyrau,182753.0,POINT (51.92002 47.11269)
KAZ,574.0,51.72998,75.31994,Ekibastuz,127868.0,POINT (75.31994 51.72998)
KAZ,575.0,52.3,76.95002,Pavlodar,329002.0,POINT (76.95002 52.3)
KAZ,576.0,50.435,80.27504,Semey,311353.0,POINT (80.27504 50.435)
KAZ,577.0,49.99004,82.61495,Oskemen,319067.0,POINT (82.61495 49.99004)
IRN,578.0,31.92005,54.37,Yazd,477905.0,POINT (54.37 31.92005)
IRN,579.0,31.27999,48.72001,Ahvaz,996000.0,POINT (48.72001 31.27999)
IRQ,580.0,30.51352,47.81356,Basra,870000.0,POINT (47.81356 30.51352)
IRN,581.0,27.20406,56.27214,Bandar-e-Abbas,461499.0,POINT (56.27214 27.20406)
IRN,582.0,34.79603,48.51501,Hamadan,528256.0,POINT (48.51501 34.79603)
IRN,583.0,38.08629,46.30125,Tabriz,1413000.0,POINT (46.30125 38.08629)
IND,584.0,30.92776,75.87226,Ludhiana,1649000.0,POINT (75.87226 30.92776)
IND,585.0,25.18,75.835,Kota,827000.0,POINT (75.835 25.18)
IND,586.0,26.29177,73.01677,Jodhpur,995000.0,POINT (73.01677 26.29177)
KAZ,587.0,42.32001,69.59502,Shymkent,465392.0,POINT (69.59502 42.32001)
KAZ,588.0,42.89998,71.36499,Taraz,358153.0,POINT (71.36499 42.89998)
IND,589.0,26.85504,80.915,Lucknow,2695000.0,POINT (80.915 26.85504)
IND,590.0,29.97002,77.55004,Saharanpur,484873.0,POINT (77.55004 29.97002)
IND,591.0,23.37001,85.33003,Ranchi,1044000.0,POINT (85.33003 23.37001)
IND,592.0,25.23,86.98,Bhagalpur,361548.0,POINT (86.98 25.23)
IND,593.0,21.23499,81.63501,Raipur,875000.0,POINT (81.63501 21.23499)
IND,594.0,23.17506,79.95506,Jabalpur,1285000.0,POINT (79.95506 23.17506)
IND,595.0,22.71506,75.86502,Indore,2026000.0,POINT (75.86502 22.71506)
IND,596.0,11.93499,79.83,Pondicherry,227411.0,POINT (79.83 11.93499)
IND,597.0,11.67,78.18008,Salem,873000.0,POINT (78.18008 11.67)
IND,598.0,10.81,78.68997,Tiruchirappalli,951000.0,POINT (78.68997 10.81)
COG,599.0,-4.77001,11.88004,Pointe-Noire,659084.0,POINT (11.88004 -4.77001)
GIN,600.0,10.39,-9.31001,Kankan,114009.0,POINT (-9.31001 10.39)
GIN,601.0,7.76,-8.82999,Nzerekore,168121.0,POINT (-8.82999 7.76)
CIV,602.0,7.68998,-5.03001,Bouake,567481.0,POINT (-5.03001 7.68998)
FRA,603.0,-20.87889,55.44808,St.-Denis,190047.0,POINT (55.44808 -20.87889)
BRA,604.0,-9.96659,-67.80001,Rio Branco,257642.0,POINT (-67.80001 -9.96659)
BRA,605.0,-2.51598,-44.26599,São Luís,1038000.0,POINT (-44.26599 -2.51598)
BRA,606.0,-8.75002,-63.90001,Porto Velho,306180.0,POINT (-63.90001 -8.75002)
BRA,607.0,-12.47,-49.082,Alvorada,10232.0,POINT (-49.082 -12.47)
BRA,608.0,-19.01601,-57.65001,Corumba,96520.0,POINT (-57.65001 -19.01601)
BRA,609.0,-19.91503,-43.915,Belo Horizonte,5575000.0,POINT (-43.915 -19.91503)
BRA,610.0,-16.72003,-43.86002,Montes Claros,332379.0,POINT (-43.86002 -16.72003)
BRA,611.0,-18.9,-48.27998,Uberlandia,563536.0,POINT (-48.27998 -18.9)
BRA,612.0,-10.81729,-55.45058,Colider,27139.0,POINT (-55.45058 -10.81729)
BRA,613.0,-9.90003,-55.90998,Alta Floresta,40466.0,POINT (-55.90998 -9.90003)
BRA,614.0,-15.56961,-56.08499,Cuiaba,806000.0,POINT (-56.08499 -15.56961)
BRA,615.0,-31.75001,-52.33002,Pelotas,320674.0,POINT (-52.33002 -31.75001)
BRA,616.0,-29.17999,-51.17004,Caxias do Sul,381270.0,POINT (-51.17004 -29.17999)
BRA,617.0,-25.09001,-50.16005,Ponta Grossa,292177.0,POINT (-50.16005 -25.09001)
BRA,618.0,-5.095,-42.78001,Teresina,907000.0,POINT (-42.78001 -5.095)
BRA,619.0,-9.62,-35.72997,Maceio,1186000.0,POINT (-35.72997 -9.62)
BRA,620.0,-14.85001,-40.84,Vitoria da Conquista,308204.0,POINT (-40.84 -14.85001)
BRA,621.0,-12.14,-45.0,Barreiras,158292.0,POINT (-45 -12.14)
BRA,622.0,-20.36761,-40.31799,Vila Velha,1209091.0,POINT (-40.31799 -20.36761)
BRA,623.0,-5.78002,-35.24,Natal,1088000.0,POINT (-35.24 -5.78002)
